# timestamp tx ty tz qx qy qz qw
1403636583.813555 0.7601491 0.4276172 -0.1473416 0.8323892 -0.0160957 0.5537901 -0.0136265
1403636583.913555 0.7549068 0.4286930 -0.1933395 0.8398969 -0.0153071 0.5424381 -0.0099923
1403636584.013556 0.7498146 0.4310463 -0.2215243 0.8425064 -0.0100511 0.5385162 -0.0090698
1403636584.113555 0.7474094 0.4339583 -0.2235260 0.8426062 -0.0060715 0.5383233 -0.0136385
1403636584.213556 0.7496851 0.4346781 -0.1954523 0.8425847 -0.0042055 0.5383524 -0.0144932
1403636584.313555 0.7537047 0.4352011 -0.1463171 0.8407684 -0.0041913 0.5411864 -0.0144318
1403636584.413555 0.7606480 0.4323649 -0.0832478 0.8388956 -0.0064503 0.5442429 -0.0034999
1403636584.513556 0.7685804 0.4297791 -0.0125075 0.8337470 -0.0054822 0.5521171 0.0016292
1403636584.613555 0.7767303 0.4278385 0.0619083 0.8252871 -0.0088378 0.5646345 0.0033042
1403636584.713556 0.7820624 0.4261580 0.1321076 0.8133751 -0.0135726 0.5815386 0.0070456
1403636584.813555 0.7834534 0.4250188 0.1921856 0.8025754 -0.0166014 0.5962480 0.0092447
1403636584.913555 0.7816139 0.4244089 0.2335287 0.7950008 -0.0190537 0.6062873 0.0051295
1403636585.013556 0.7794686 0.4249038 0.2471930 0.7929855 -0.0237444 0.6087662 0.0037395
1403636585.113555 0.7799639 0.4250779 0.2336876 0.7952913 -0.0261515 0.6056476 0.0043248
1403636585.213556 0.7820093 0.4247925 0.1977792 0.7989137 -0.0301494 0.6006053 0.0100607
1403636585.313555 0.7849029 0.4219414 0.1500619 0.8027730 -0.0289759 0.5952702 0.0192156
1403636585.413555 0.7871052 0.4190692 0.0963904 0.8069524 -0.0251318 0.5895267 0.0255836
1403636585.513556 0.7841500 0.4179669 0.0440507 0.8133009 -0.0222816 0.5807432 0.0279743
1403636585.613555 0.7746512 0.4176206 -0.0024656 0.8211110 -0.0163948 0.5701550 0.0207653
1403636585.713556 0.7619459 0.4184543 -0.0342013 0.8295035 -0.0142128 0.5582426 0.0093341
1403636585.813555 0.7499486 0.4194677 -0.0510689 0.8385237 -0.0149710 0.5446561 -0.0019066
1403636585.913555 0.7396287 0.4210381 -0.0554949 0.8484035 -0.0168257 0.5289736 -0.0107353
1403636586.013556 0.7311524 0.4214471 -0.0550935 0.8601946 -0.0233284 0.5093329 -0.0100496
1403636586.113555 0.7246424 0.4223859 -0.0516478 0.8717318 -0.0349927 0.4887308 0.0011849
1403636586.213556 0.7182921 0.4265369 -0.0471353 0.8794825 -0.0443846 0.4738222 0.0057526
1403636586.313555 0.7083905 0.4307334 -0.0428696 0.8899668 -0.0492489 0.4533339 0.0047036
1403636586.413555 0.6969568 0.4324912 -0.0407420 0.8994032 -0.0544484 0.4337076 0.0026528
1403636586.513556 0.6855075 0.4306170 -0.0386819 0.9073963 -0.0532148 0.4168893 0.0018624
1403636586.613555 0.6775862 0.4253753 -0.0342431 0.9119095 -0.0503769 0.4072875 -0.0002294
1403636586.713556 0.6766330 0.4157539 -0.0300448 0.9111707 -0.0483154 0.4091695 -0.0037354
1403636586.813555 0.6794848 0.4062660 -0.0280512 0.9078829 -0.0455717 0.4166349 -0.0093366
1403636586.913555 0.6837204 0.4007259 -0.0283801 0.9055341 -0.0414429 0.4221267 -0.0099798
1403636587.013556 0.6891631 0.3984728 -0.0288308 0.9043654 -0.0354186 0.4251327 -0.0114414
1403636587.113555 0.6950359 0.3958812 -0.0286064 0.9060255 -0.0314123 0.4218979 -0.0115422
1403636587.213556 0.7008669 0.3891573 -0.0288359 0.9079425 -0.0291976 0.4179201 -0.0114367
1403636587.313555 0.7068987 0.3758651 -0.0296089 0.9086893 -0.0312195 0.4161506 -0.0113042
1403636587.413555 0.7132282 0.3555047 -0.0303672 0.9092300 -0.0342814 0.4147419 -0.0107110
1403636587.513556 0.7182308 0.3288953 -0.0310416 0.9099814 -0.0386320 0.4126773 -0.0117869
1403636587.613555 0.7220875 0.2959125 -0.0304712 0.9099473 -0.0432712 0.4122980 -0.0115677
1403636587.713556 0.7265987 0.2588027 -0.0286284 0.9073574 -0.0495482 0.4173161 -0.0097382
1403636587.813555 0.7313492 0.2210422 -0.0268629 0.9042360 -0.0574392 0.4231003 -0.0066430
1403636587.913555 0.7347659 0.1841812 -0.0287039 0.9040465 -0.0639754 0.4226061 -0.0033522
1403636588.013556 0.7353496 0.1508284 -0.0328706 0.9075058 -0.0703777 0.4140806 0.0041812
1403636588.113555 0.7363438 0.1233622 -0.0385913 0.9105019 -0.0758706 0.4064373 0.0062162
1403636588.213556 0.7356722 0.1041742 -0.0433720 0.9113371 -0.0759438 0.4045213 0.0077324
1403636588.313555 0.7377600 0.0925398 -0.0479368 0.9103176 -0.0752424 0.4069946 0.0039734
1403636588.413555 0.7376650 0.0891180 -0.0508594 0.9088389 -0.0750544 0.4103391 0.0006723
1403636588.513556 0.7350622 0.0945697 -0.0501166 0.9089182 -0.0756844 0.4100427 0.0021456
1403636588.613555 0.7331894 0.1082346 -0.0470106 0.9087836 -0.0754522 0.4103786 0.0029534
1403636588.713556 0.7294878 0.1303903 -0.0432927 0.9089506 -0.0736740 0.4103426 -0.0000498
1403636588.813555 0.7252002 0.1582781 -0.0425993 0.9104128 -0.0693799 0.4078312 -0.0029371
1403636588.913555 0.7211026 0.1927636 -0.0413010 0.9108622 -0.0663038 0.4072934 -0.0067780
1403636589.013556 0.7166711 0.2323730 -0.0384408 0.9099990 -0.0614303 0.4099172 -0.0098020
1403636589.113555 0.7113230 0.2755793 -0.0330766 0.9080583 -0.0551723 0.4150049 -0.0125294
1403636589.213556 0.7071534 0.3208894 -0.0264978 0.9066357 -0.0510001 0.4185564 -0.0148721
1403636589.313555 0.7033133 0.3679847 -0.0219517 0.9074840 -0.0457462 0.4172392 -0.0170767
1403636589.413555 0.6995812 0.4147783 -0.0202797 0.9093906 -0.0400042 0.4135686 -0.0192194
1403636589.513556 0.6943315 0.4618487 -0.0185554 0.9093073 -0.0365038 0.4140534 -0.0196845
1403636589.613555 0.6904230 0.5085488 -0.0190642 0.9082417 -0.0333977 0.4165701 -0.0212357
1403636589.713556 0.6870034 0.5551517 -0.0196932 0.9075493 -0.0302241 0.4182687 -0.0221842
1403636589.813555 0.6844734 0.5993435 -0.0232078 0.9086245 -0.0253879 0.4159855 -0.0267024
1403636589.913555 0.6819058 0.6386242 -0.0274494 0.9113683 -0.0193302 0.4099288 -0.0315058
1403636590.013556 0.6809287 0.6700678 -0.0317772 0.9118052 -0.0145229 0.4085140 -0.0389433
1403636590.113555 0.6801105 0.6920601 -0.0324389 0.9090151 -0.0101031 0.4143343 -0.0437784
1403636590.213556 0.6784290 0.7025162 -0.0310660 0.9063125 -0.0069005 0.4197953 -0.0481869
1403636590.313555 0.6719167 0.7031509 -0.0266067 0.9061681 -0.0040691 0.4200503 -0.0489952
1403636590.413555 0.6691945 0.6890485 -0.0243195 0.9071408 -0.0056386 0.4183814 -0.0449526
1403636590.513556 0.6665216 0.6628910 -0.0217786 0.9067183 -0.0087038 0.4198635 -0.0387402
1403636590.613555 0.6647454 0.6285425 -0.0181133 0.9055717 -0.0114845 0.4227294 -0.0332850
1403636590.713556 0.6647734 0.5894777 -0.0166152 0.9054234 -0.0154487 0.4232535 -0.0287461
1403636590.813555 0.6658981 0.5467566 -0.0177738 0.9071865 -0.0202744 0.4193043 -0.0280281
1403636590.913555 0.6694490 0.5006466 -0.0213828 0.9095956 -0.0247637 0.4138461 -0.0274590
1403636591.013556 0.6735071 0.4532533 -0.0248976 0.9101245 -0.0263633 0.4126548 -0.0263511
1403636591.113555 0.6779652 0.4074270 -0.0263986 0.9094435 -0.0264086 0.4139383 -0.0295003
1403636591.213556 0.6838157 0.3647251 -0.0291348 0.9096772 -0.0290441 0.4131754 -0.0304941
1403636591.313555 0.6878074 0.3277095 -0.0333683 0.9107297 -0.0318228 0.4107416 -0.0291553
1403636591.413555 0.6910647 0.2976937 -0.0394821 0.9115025 -0.0360098 0.4088259 -0.0269782
1403636591.513556 0.6957190 0.2748627 -0.0468901 0.9111003 -0.0394478 0.4095354 -0.0249182
1403636591.613555 0.7016751 0.2592897 -0.0543761 0.9068305 -0.0490104 0.4183954 -0.0142017
1403636591.713556 0.7107700 0.2504365 -0.0609346 0.8981648 -0.0560390 0.4360556 -0.0038930
1403636591.813555 0.7188712 0.2441376 -0.0624114 0.8884318 -0.0615898 0.4548109 0.0065312
1403636591.913555 0.7261539 0.2383524 -0.0611031 0.8814374 -0.0688645 0.4670457 0.0139330
1403636592.013556 0.7345265 0.2306386 -0.0610896 0.8821630 -0.0794477 0.4638537 0.0177850
1403636592.113555 0.7501647 0.2178365 -0.0629752 0.8844454 -0.0923124 0.4568826 0.0222055
1403636592.213556 0.7693976 0.2026951 -0.0647603 0.8875623 -0.1025121 0.4483675 0.0262886
1403636592.313555 0.7931581 0.1913840 -0.0669901 0.8910852 -0.1058671 0.4404194 0.0281075
1403636592.413555 0.8225999 0.1867711 -0.0685351 0.8939441 -0.1050405 0.4351514 0.0217643
1403636592.513556 0.8564225 0.1916941 -0.0677430 0.8938644 -0.0956963 0.4378013 0.0133672
1403636592.613555 0.8916668 0.2061409 -0.0666808 0.8908386 -0.0797151 0.4472432 0.0050594
1403636592.713556 0.9241962 0.2306166 -0.0676375 0.8889944 -0.0608790 0.4538395 -0.0035302
1403636592.813555 0.9512892 0.2658038 -0.0686811 0.8894736 -0.0396321 0.4548649 -0.0190773
1403636592.913555 0.9656871 0.3133389 -0.0721043 0.8914280 -0.0171328 0.4511293 -0.0393058
1403636593.013556 0.9672585 0.3707283 -0.0742805 0.8933758 0.0057297 0.4454062 -0.0588231
1403636593.113555 0.9523660 0.4334873 -0.0743823 0.8939965 0.0290691 0.4407896 -0.0750325
1403636593.213556 0.9233460 0.4962274 -0.0724915 0.8928497 0.0453664 0.4381739 -0.0936211
1403636593.313555 0.8838035 0.5523326 -0.0696095 0.8921389 0.0555150 0.4346033 -0.1101192
1403636593.413555 0.8371030 0.5925526 -0.0687362 0.8932709 0.0613963 0.4302362 -0.1148669
1403636593.513556 0.7871116 0.6120335 -0.0704544 0.8951021 0.0602732 0.4275456 -0.1111938
1403636593.613555 0.7370187 0.6106297 -0.0755936 0.8986424 0.0494292 0.4225994 -0.1068096
1403636593.713556 0.6864270 0.5921097 -0.0792690 0.9037060 0.0311357 0.4150645 -0.1003369
1403636593.813555 0.6444374 0.5592803 -0.0836593 0.9073717 0.0029767 0.4117571 -0.0844034
1403636593.913555 0.6131713 0.5162487 -0.0864757 0.9058174 -0.0326042 0.4178754 -0.0617416
1403636594.013556 0.5887789 0.4642793 -0.0845185 0.9007976 -0.0669376 0.4275505 -0.0358284
1403636594.113555 0.5752845 0.4085436 -0.0822847 0.8962193 -0.0988169 0.4323096 -0.0115995
1403636594.213556 0.5782591 0.3509674 -0.0837338 0.8940006 -0.1248844 0.4302308 0.0082587
1403636594.313555 0.5940993 0.2899438 -0.0863485 0.8927209 -0.1397890 0.4276841 0.0243889
1403636594.413555 0.6277844 0.2326439 -0.0876585 0.8905491 -0.1459051 0.4291542 0.0382191
1403636594.513556 0.6735893 0.1829918 -0.0888480 0.8863338 -0.1439547 0.4375111 0.0476804
1403636594.613555 0.7271923 0.1510496 -0.0906101 0.8815682 -0.1439230 0.4470267 0.0478628
1403636594.713556 0.7770974 0.1398605 -0.0922570 0.8791373 -0.1413471 0.4529886 0.0440433
1403636594.813555 0.8234599 0.1535805 -0.0955935 0.8792147 -0.1272075 0.4578724 0.0339498
1403636594.913555 0.8625263 0.1969542 -0.1001355 0.8798524 -0.1028726 0.4635081 0.0209100
1403636595.013556 0.8868478 0.2633892 -0.1029283 0.8809037 -0.0695359 0.4681583 0.0011300
1403636595.113555 0.8990681 0.3412576 -0.1056523 0.8834970 -0.0336628 0.4666271 -0.0236433
1403636595.213556 0.8964992 0.4182834 -0.1086083 0.8858127 -0.0035730 0.4614802 -0.0485705
1403636595.313555 0.8821656 0.4827793 -0.1107978 0.8870240 0.0216131 0.4558177 -0.0703665
1403636595.413555 0.8557057 0.5253515 -0.1113615 0.8874026 0.0374878 0.4519686 -0.0826776
1403636595.513556 0.8246867 0.5393614 -0.1118975 0.8884047 0.0435565 0.4484089 -0.0881447
1403636595.613555 0.7910316 0.5272307 -0.1125884 0.8905761 0.0457906 0.4439119 -0.0878615
1403636595.713556 0.7529084 0.4954571 -0.1136002 0.8930104 0.0389804 0.4413581 -0.0788412
1403636595.813555 0.7230068 0.4434962 -0.1190099 0.8948361 0.0239038 0.4418201 -0.0590938
1403636595.913555 0.6945663 0.3852836 -0.1259811 0.8960192 0.0010061 0.4424755 -0.0369338
1403636596.013556 0.6634468 0.3323353 -0.1311287 0.8978995 -0.0235537 0.4392689 -0.0162652
1403636596.113555 0.6293700 0.2959991 -0.1351612 0.8993809 -0.0478656 0.4345374 0.0002656
1403636596.213556 0.5951184 0.2871611 -0.1336219 0.8991570 -0.0633028 0.4329597 0.0074372
1403636596.313555 0.5595664 0.3093322 -0.1238523 0.8972958 -0.0711067 0.4356138 0.0066959
1403636596.413555 0.5213915 0.3407381 -0.1125227 0.8950727 -0.0723077 0.4399402 0.0083155
1403636596.513556 0.4839245 0.3793885 -0.0999050 0.8928449 -0.0667658 0.4452875 0.0094558
1403636596.613555 0.4569222 0.4117266 -0.0919915 0.8921777 -0.0615256 0.4473395 0.0109954
1403636596.713556 0.4412213 0.4354972 -0.0880546 0.8934600 -0.0594863 0.4450578 0.0106894
1403636596.813555 0.4417871 0.4457742 -0.0879719 0.8924329 -0.0550763 0.4476460 0.0119694
1403636596.913555 0.4624910 0.4442220 -0.0891229 0.8898982 -0.0510123 0.4530018 0.0163774
1403636597.013556 0.5035120 0.4333606 -0.0913410 0.8909565 -0.0493901 0.4509115 0.0208790
1403636597.113555 0.5601264 0.4157449 -0.0958085 0.8961261 -0.0473125 0.4408551 0.0191375
1403636597.213556 0.6256097 0.3970948 -0.0966475 0.9001332 -0.0376646 0.4338136 0.0121343
1403636597.313555 0.6954129 0.3809755 -0.0926486 0.9002672 -0.0235986 0.4346722 0.0047011
1403636597.413555 0.7649952 0.3704988 -0.0883748 0.8984629 -0.0079226 0.4389627 -0.0036531
1403636597.513556 0.8259342 0.3685381 -0.0854016 0.8964808 0.0106762 0.4427713 -0.0127184
1403636597.613555 0.8691685 0.3777304 -0.0858859 0.8926561 0.0278305 0.4489048 -0.0295798
1403636597.713556 0.8864996 0.3981063 -0.0897289 0.8872896 0.0435993 0.4566199 -0.0481088
1403636597.813555 0.8826434 0.4220982 -0.0934568 0.8822775 0.0564791 0.4635087 -0.0596338
1403636597.913555 0.8568769 0.4430448 -0.0945667 0.8792071 0.0682044 0.4673503 -0.0626638
1403636598.013556 0.8187124 0.4577839 -0.0972989 0.8798232 0.0768363 0.4649223 -0.0620854
1403636598.113555 0.7734732 0.4663090 -0.1025656 0.8842745 0.0779939 0.4561870 -0.0622012
1403636598.213556 0.7307978 0.4655280 -0.1128185 0.8924616 0.0763363 0.4407741 -0.0583373
1403636598.313555 0.6989393 0.4591846 -0.1261745 0.9002282 0.0751255 0.4257975 -0.0513984
1403636598.413555 0.6848068 0.4483376 -0.1399419 0.9036176 0.0725746 0.4200279 -0.0422466
1403636598.513556 0.6932114 0.4356255 -0.1544801 0.9025756 0.0720300 0.4227381 -0.0382278
1403636598.613555 0.7188188 0.4246850 -0.1680945 0.8966792 0.0754119 0.4340406 -0.0434536
1403636598.713556 0.7518979 0.4151794 -0.1815770 0.8879196 0.0810211 0.4496846 -0.0530864
1403636598.813555 0.7865304 0.4082951 -0.1993582 0.8764347 0.0864843 0.4692211 -0.0649173
1403636598.913555 0.8184319 0.4016091 -0.2219530 0.8650726 0.0864118 0.4889322 -0.0716075
1403636599.013556 0.8446755 0.3953970 -0.2453650 0.8564453 0.0871770 0.5037028 -0.0720077
1403636599.113555 0.8632653 0.3921627 -0.2631608 0.8463535 0.0871420 0.5192812 -0.0802442
1403636599.213556 0.8783991 0.3901864 -0.2741472 0.8305473 0.0866476 0.5432387 -0.0870352
1403636599.313555 0.8923852 0.3890369 -0.2827828 0.8142684 0.0817281 0.5674954 -0.0907552
1403636599.413555 0.9038410 0.3877301 -0.2921587 0.8057397 0.0784984 0.5804163 -0.0879683
1403636599.513556 0.9117684 0.3868805 -0.3015174 0.8059474 0.0738481 0.5817352 -0.0811131
1403636599.613555 0.9148856 0.3862213 -0.3094348 0.8102058 0.0678611 0.5770426 -0.0773524
1403636599.713556 0.9176785 0.3845768 -0.3178646 0.8111788 0.0656917 0.5762203 -0.0751241
1403636599.813555 0.9190535 0.3819381 -0.3193892 0.8009763 0.0656907 0.5901713 -0.0762856
1403636599.913555 0.9189988 0.3806047 -0.3215642 0.7960017 0.0638705 0.5967655 -0.0785669
1403636600.013556 0.9188437 0.3793731 -0.3225771 0.7971440 0.0606126 0.5955429 -0.0788431
1403636600.113555 0.9181358 0.3775660 -0.3235569 0.7950024 0.0576611 0.5981030 -0.0831813
1403636600.213556 0.9186938 0.3774560 -0.3239563 0.7949490 0.0576426 0.5982012 -0.0829988
1403636600.313555 0.9191649 0.3776202 -0.3242548 0.7950943 0.0571134 0.5980111 -0.0833420
1403636600.413555 0.9185836 0.3775793 -0.3240608 0.7951960 0.0566314 0.5979119 -0.0834120
1403636600.513556 0.9186742 0.3775825 -0.3240607 0.7952101 0.0562430 0.5979599 -0.0831961
1403636600.613555 0.9186585 0.3776997 -0.3241024 0.7952851 0.0563517 0.5978424 -0.0832497
1403636600.713556 0.9186799 0.3776312 -0.3240172 0.7953833 0.0564279 0.5977608 -0.0828450
1403636600.813555 0.9187333 0.3778031 -0.3240701 0.7953759 0.0561681 0.5978788 -0.0822385
1403636600.913555 0.9187611 0.3777723 -0.3240513 0.7954387 0.0561209 0.5978017 -0.0822238
1403636601.013556 0.9187365 0.3777555 -0.3239795 0.7955555 0.0561118 0.5976801 -0.0819844
1403636601.113555 0.9187047 0.3778390 -0.3238855 0.7956078 0.0560529 0.5976379 -0.0818243
1403636601.213556 0.9186358 0.3778354 -0.3238546 0.7956358 0.0560670 0.5976115 -0.0817356
1403636601.313555 0.9186630 0.3778472 -0.3238496 0.7956627 0.0560637 0.5975861 -0.0816615
1403636601.413555 0.9186610 0.3778390 -0.3238659 0.7956521 0.0559822 0.5975888 -0.0818008
1403636601.513556 0.9186886 0.3778387 -0.3238746 0.7956899 0.0557347 0.5976005 -0.0815161
1403636601.613555 0.9186867 0.3778378 -0.3238878 0.7957413 0.0556152 0.5975416 -0.0815278
1403636601.713556 0.9186924 0.3778269 -0.3238851 0.7957336 0.0556145 0.5975570 -0.0814897
1403636601.813555 0.9186663 0.3778737 -0.3238894 0.7957836 0.0555787 0.5974815 -0.0815799
1403636601.913555 0.9186766 0.3778433 -0.3238924 0.7958082 0.0553736 0.5975037 -0.0813164
1403636602.013556 0.9186794 0.3778420 -0.3238951 0.7958664 0.0552045 0.5974698 -0.0811114
1403636602.113555 0.9186835 0.3778357 -0.3238971 0.7959197 0.0550836 0.5974254 -0.0809971
1403636602.213556 0.9186841 0.3778322 -0.3238976 0.7959084 0.0550662 0.5974483 -0.0809511
1403636602.313555 0.9186843 0.3778258 -0.3239025 0.7959599 0.0550087 0.5973977 -0.0808567
1403636602.413555 0.9186845 0.3778379 -0.3239007 0.7959600 0.0549221 0.5974117 -0.0808115
1403636602.513556 0.9186836 0.3778309 -0.3238981 0.7959941 0.0548281 0.5973960 -0.0806559
1403636602.613555 0.9186963 0.3778222 -0.3238959 0.7960289 0.0548154 0.5973623 -0.0805704
1403636602.713556 0.9186832 0.3778296 -0.3238982 0.7960234 0.0546747 0.5974004 -0.0804377
1403636602.813555 0.9186872 0.3778277 -0.3238929 0.7960410 0.0546096 0.5974021 -0.0802948
1403636602.913555 0.9186927 0.3778221 -0.3238933 0.7960648 0.0545576 0.5973872 -0.0802051
1403636603.013556 0.9186830 0.3778322 -0.3238881 0.7960774 0.0544320 0.5974083 -0.0800073
1403636603.113555 0.9186812 0.3778317 -0.3238867 0.7960914 0.0543868 0.5974016 -0.0799492
1403636603.213556 0.9186867 0.3778267 -0.3238962 0.7961486 0.0542907 0.5973387 -0.0799156
1403636603.313555 0.9186933 0.3778232 -0.3238932 0.7961292 0.0542889 0.5973736 -0.0798491
1403636603.413555 0.9186920 0.3778249 -0.3238945 0.7961363 0.0542081 0.5973846 -0.0797503
1403636603.513556 0.9186872 0.3778231 -0.3238923 0.7961973 0.0541492 0.5973170 -0.0796883
1403636603.613555 0.9186863 0.3778282 -0.3238960 0.7962125 0.0540602 0.5973149 -0.0796119
1403636603.713556 0.9186870 0.3778264 -0.3239115 0.7962556 0.0539586 0.5972752 -0.0795482
1403636603.813555 0.9186763 0.3778510 -0.3238991 0.7962760 0.0539300 0.5972558 -0.0795086
1403636603.913555 0.9186747 0.3778493 -0.3239069 0.7962694 0.0538393 0.5972735 -0.0795032
1403636604.013556 0.9186822 0.3778440 -0.3239053 0.7962740 0.0538147 0.5972750 -0.0794621
1403636604.113555 0.9186858 0.3778381 -0.3239069 0.7962932 0.0538127 0.5972535 -0.0794330
1403636604.213556 0.9186939 0.3778324 -0.3239122 0.7963176 0.0537534 0.5972411 -0.0793219
1403636604.313555 0.9186973 0.3778241 -0.3239123 0.7963374 0.0536295 0.5972375 -0.0792332
1403636604.413555 0.9187035 0.3778190 -0.3239121 0.7963832 0.0535772 0.5971924 -0.0791490
1403636604.513556 0.9186964 0.3778186 -0.3239058 0.7963516 0.0535523 0.5972527 -0.0790278
1403636604.613555 0.9186952 0.3778144 -0.3239055 0.7963501 0.0535390 0.5972603 -0.0789948
1403636604.713556 0.9187086 0.3778163 -0.3239240 0.7963900 0.0535131 0.5972131 -0.0789667
1403636604.813555 0.9187012 0.3778153 -0.3238992 0.7964048 0.0534318 0.5972212 -0.0788120
1403636604.913555 0.9186983 0.3778109 -0.3238998 0.7964360 0.0533269 0.5972022 -0.0787118
1403636605.013556 0.9186998 0.3778127 -0.3239042 0.7964564 0.0532884 0.5971809 -0.0786920
1403636605.113555 0.9186974 0.3778145 -0.3238994 0.7964458 0.0533175 0.5972000 -0.0786348
1403636605.213556 0.9186959 0.3778147 -0.3239063 0.7964838 0.0531513 0.5971754 -0.0785497
1403636605.313555 0.9186980 0.3778177 -0.3239012 0.7964657 0.0531910 0.5972012 -0.0785095
1403636605.413555 0.9186882 0.3778244 -0.3239072 0.7965101 0.0531081 0.5971458 -0.0785375
1403636605.513556 0.9186945 0.3778279 -0.3239106 0.7965389 0.0530608 0.5971151 -0.0785108
1403636605.613555 0.9186963 0.3778311 -0.3239076 0.7965450 0.0530274 0.5971208 -0.0784275
1403636605.713556 0.9186601 0.3778386 -0.3238943 0.7965141 0.0528366 0.5972125 -0.0781713
1403636605.813555 0.9186563 0.3778281 -0.3238872 0.7965130 0.0528316 0.5972249 -0.0780918
1403636605.913555 0.9186634 0.3778265 -0.3238915 0.7965317 0.0527948 0.5972030 -0.0780926
1403636606.013556 0.9186650 0.3778217 -0.3238952 0.7965472 0.0527336 0.5971928 -0.0780550
1403636606.113555 0.9186646 0.3778234 -0.3238972 0.7965482 0.0526716 0.5971961 -0.0780603
1403636606.213556 0.9187026 0.3778314 -0.3238968 0.7965429 0.0526852 0.5972111 -0.0779908
1403636606.313555 0.9186816 0.3778272 -0.3238943 0.7965669 0.0525930 0.5972025 -0.0778738
1403636606.413555 0.9186537 0.3778292 -0.3238914 0.7965739 0.0525319 0.5971982 -0.0778765
1403636606.513556 0.9186858 0.3778268 -0.3239075 0.7965952 0.0524606 0.5971782 -0.0778599
1403636606.613555 0.9186771 0.3778252 -0.3238951 0.7965543 0.0524680 0.5972499 -0.0777232
1403636606.713556 0.9186856 0.3778231 -0.3239029 0.7965887 0.0524338 0.5972035 -0.0777502
1403636606.813555 0.9186976 0.3778212 -0.3239059 0.7966483 0.0523809 0.5971327 -0.0777185
1403636606.913555 0.9187061 0.3778205 -0.3239038 0.7966944 0.0523400 0.5970829 -0.0776573
1403636607.013556 0.9186953 0.3778096 -0.3239117 0.7967043 0.0522618 0.5970807 -0.0776246
1403636607.113555 0.9187264 0.3778084 -0.3238905 0.7967445 0.0522768 0.5970288 -0.0776015
1403636607.213556 0.9187165 0.3778102 -0.3238822 0.7967764 0.0522295 0.5970014 -0.0775166
1403636607.313555 0.9186895 0.3778213 -0.3239040 0.7967861 0.0520923 0.5970133 -0.0774166
1403636607.413555 0.9186779 0.3778091 -0.3239279 0.7967670 0.0518622 0.5970906 -0.0771717
1403636607.513556 0.9187001 0.3778108 -0.3238665 0.7967630 0.0520711 0.5970587 -0.0773192
1403636607.613555 0.9186810 0.3778004 -0.3238687 0.7968037 0.0520588 0.5970199 -0.0772075
1403636607.713556 0.9187021 0.3778060 -0.3239078 0.7968485 0.0519564 0.5969711 -0.0771914
1403636607.813555 0.9186805 0.3778262 -0.3238926 0.7968115 0.0519559 0.5970258 -0.0771509
